BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	1912	1912
Contact period end (sample #):	2610	2610
Contact period start time (s):	1.912000	1.912000
Contact period end time (s):	2.610000	2.610000
First sample time (s):	0.000000	0.000000
Normalized force (N):	798.062988	798.062988
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.139473	-2.837303
0.001000	0.017269	-1.468755
0.002000	0.017269	-1.463729
0.003000	0.484148	4.719445
0.004000	0.328243	3.345490
0.005000	0.328243	3.345490
0.006000	-0.138637	-2.145686
0.007000	0.328243	4.373833
0.008000	-0.061102	1.971927
0.009000	-0.138637	-3.870280
0.010000	-0.294542	-5.244616
0.011000	-0.449611	-6.622824
0.012000	0.017269	-0.781009
0.013000	0.250708	0.592946
0.014000	-0.138637	-3.183678
0.015000	-0.528818	-7.305152
0.016000	-0.138637	-2.837303
0.017000	0.017269	0.592946
0.018000	0.017269	-0.781009
0.019000	-0.139473	-1.121606
0.020000	-0.138637	-0.439639
0.021000	0.172338	2.313287
0.022000	-0.216171	-0.098289
0.023000	-0.217007	-2.837303
0.024000	-0.451283	-5.244235
0.025000	-0.451283	-4.556871
0.026000	-0.138637	-2.491691
0.027000	-0.451283	-5.585595
0.028000	-0.294542	-5.585595
0.029000	-0.606352	-7.300518
0.030000	-0.294542	-3.865254
0.031000	-0.217007	-2.837303
0.032000	-0.138637	-3.870280
0.033000	-0.529654	-5.244235
0.034000	-0.138637	-0.439649
0.035000	0.328243	5.065831
0.036000	-0.217007	-1.808971
0.037000	-0.138637	-1.462966
0.038000	-0.217007	-4.211258
0.039000	-0.061102	1.971927
0.040000	-0.061102	-0.435397
0.041000	-0.528818	-7.992135
0.042000	-0.684723	-9.370734
0.043000	-0.528818	-5.585595
0.044000	0.017269	0.247323
0.045000	-0.294542	-4.216284
0.046000	-0.294542	-4.557252
0.047000	-0.528818	-6.959158
0.048000	-0.138637	-2.154583
0.049000	0.095639	0.938558
0.050000	-0.061102	-2.837303
0.051000	0.172338	0.593327
0.052000	0.172338	1.971927
0.053000	0.172338	3.004511
0.054000	-0.528818	-3.865646
0.055000	-0.138637	-2.842710
0.056000	-0.684723	-7.992135
0.057000	-0.294542	-3.865254
0.058000	-0.216171	-3.183307
0.059000	-0.451283	-6.276819
0.060000	-0.451283	-5.585595
0.061000	-0.217007	-3.870280
0.062000	-0.217007	-2.155346
0.063000	-0.372076	-4.215892
0.064000	-0.451283	-5.244235
0.065000	-0.139473	-4.211258
0.066000	0.484148	4.378467
0.067000	0.249872	4.037488
0.068000	-0.061102	-2.491691
0.069000	-0.294542	-3.519641
0.070000	-0.061102	0.251967
0.071000	-0.139473	-0.429990
0.072000	-0.061102	-1.809342
0.073000	-0.528818	-6.963802
0.074000	-0.607189	-8.001805
0.075000	-0.528818	-4.902875
0.076000	-0.061102	-0.435397
0.077000	-0.217007	-4.898230
0.078000	-0.528818	-6.618180
0.079000	-0.372076	-4.211640
0.080000	-0.061102	-0.781009
0.081000	0.172338	0.938558
0.082000	-0.061102	-1.463729
0.083000	-0.217007	-1.808579
0.084000	0.250708	3.691876
0.085000	0.172338	3.004511
0.086000	-0.217007	-1.126622
0.087000	-0.451283	-4.211640
0.088000	-0.528818	-5.935460
0.089000	-0.294542	-3.520023
0.090000	-0.294542	-4.552618
0.091000	-0.216171	-4.211640
0.092000	-0.606352	-7.992135
0.093000	-0.294542	-3.866027
0.094000	-0.061102	-1.463729
0.095000	-0.293706	-4.557252
0.096000	-0.294542	-4.552618
0.097000	-0.217007	-2.837303
0.098000	0.249872	3.691876
0.099000	0.172338	1.972308
0.100000	-0.061102	-0.781009
0.101000	-0.294542	-4.557252
0.102000	-0.061102	0.593327
0.103000	0.093967	0.938558
0.104000	-0.294542	-4.557252
0.105000	-0.528818	-6.276819
0.106000	-0.839792	-10.399067
0.107000	-0.217007	-2.837303
0.108000	-0.293706	-4.557252
0.109000	-0.216171	-4.211640
0.110000	-0.684723	-7.992135
0.111000	-0.528818	-4.556871
0.112000	0.172338	0.251967
0.113000	-0.138637	-2.837303
0.114000	0.017269	-0.781009
0.115000	-0.216171	-3.523894
0.116000	0.249872	4.378467
0.117000	0.017269	1.626314
0.118000	-0.138637	-1.809734
0.119000	-0.607189	-4.898612
0.120000	-0.529654	-5.590239
0.121000	-0.217007	-2.837303
0.122000	-0.528818	-6.276819
0.123000	-0.294542	-4.898230
0.124000	-0.607189	-7.305162
0.125000	-0.217007	-3.183307
0.126000	-0.138637	-2.155346
0.127000	-0.372076	-5.244235
0.128000	-0.451283	-4.556871
0.129000	-0.061102	-1.117354
0.130000	0.250708	3.345871
0.131000	-0.217007	-0.781009
0.132000	-0.060266	-2.145686
0.133000	-0.294542	-4.552618
0.134000	-0.138637	0.251967
0.135000	-0.061102	1.971927
0.136000	-0.607189	-6.617798
0.137000	-0.528818	-5.930815
0.138000	-0.528818	-5.244235
