BioWare Version 5.3.2.9 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	2308	2308
Contact period end (sample #):	7996	7996
Contact period start time (s):	2.308000	2.308000
Contact period end time (s):	7.996000	7.996000
First sample time (s):	0.000000	0.000000
Normalized force (N):	687.536987	687.536987
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.035845	-1.026360
0.001000	0.191750	2.754517
0.002000	0.269284	3.437237
0.003000	-0.275130	-5.835198
0.004000	0.425190	5.498175
0.005000	0.191750	1.039202
0.006000	-0.432707	-2.745938
0.007000	0.346819	2.413538
0.008000	-0.042526	-1.362313
0.009000	0.035008	0.698223
0.010000	-0.197595	-3.087298
0.011000	0.035845	1.380562
0.012000	-0.040853	1.375928
0.013000	-0.197595	-0.685000
0.014000	0.425190	8.246477
0.015000	-0.275130	-3.437936
0.016000	-0.119224	-0.338996
0.017000	0.270121	5.498175
0.018000	-0.196759	-2.750953
0.019000	0.347655	4.810810
0.020000	0.114215	1.721540
0.021000	-0.275130	-3.091932
0.022000	0.191750	1.726566
0.023000	0.113379	2.754517
0.024000	0.035845	0.002364
0.025000	0.035845	-2.063599
0.026000	0.347655	2.754517
0.027000	0.191750	1.039202
0.028000	0.114215	-1.371591
0.029000	0.346819	4.475239
0.030000	0.035845	-0.685000
0.031000	-0.353500	-3.778915
0.032000	0.503561	6.531152
0.033000	-0.197595	-3.437936
0.034000	-0.197595	-1.026360
0.035000	0.425190	7.905498
0.036000	-0.275130	-3.778915
0.037000	0.270121	5.152562
0.038000	-0.040853	1.375928
0.039000	-0.352664	-3.437544
0.040000	0.191750	3.100521
0.041000	0.191750	2.745249
0.042000	0.035845	1.375928
0.043000	-0.042526	-1.030612
0.044000	0.113379	1.034949
0.045000	0.035008	0.352611
0.046000	0.191750	-1.030994
0.047000	0.190077	4.128853
0.048000	-0.120897	-4.461634
0.049000	-0.275966	-3.773889
0.050000	0.502724	8.601357
0.051000	-0.197595	-4.124527
0.052000	0.113379	1.380953
0.053000	0.191750	3.100521
0.054000	-0.353500	-5.153251
0.055000	0.035845	2.067544
0.056000	0.114215	2.408904
0.057000	-0.040853	1.375928
0.058000	0.270121	2.067544
0.059000	0.114215	2.413549
0.060000	-0.275130	-0.684618
0.061000	-0.275130	-1.371972
0.062000	0.269284	3.436866
0.063000	0.035845	-0.338614
0.064000	0.035845	-1.030612
0.065000	0.346819	5.498175
0.066000	0.191750	-1.025978
0.067000	-0.197595	-2.404959
0.068000	0.737837	7.909349
0.069000	-0.353500	-4.461634
0.070000	0.347655	1.721932
0.071000	0.503561	6.184766
0.072000	-0.275130	-3.437936
0.073000	0.269284	2.754909
0.074000	0.346819	2.413157
0.075000	0.035845	-0.338996
0.076000	0.191750	1.039212
0.077000	0.113379	1.375928
0.078000	0.114215	3.437237
0.079000	-0.196759	-1.371972
0.080000	0.347655	6.872130
0.081000	0.114215	0.343343
0.082000	-0.431035	-3.783548
0.083000	0.503561	8.591687
0.084000	-0.119224	-3.096576
0.085000	0.113379	0.693589
0.086000	0.425190	4.124601
0.087000	-0.353500	-4.465505
0.088000	0.035008	1.034949
0.089000	-0.042526	-2.058966
0.090000	-0.353500	-4.802613
0.091000	-0.042526	-1.025978
0.092000	-0.042526	0.352611
0.093000	-0.120897	1.380953
0.094000	-0.353500	-3.432910
0.095000	0.035845	1.034949
0.096000	0.113379	1.380953
0.097000	-0.353500	-3.437936
0.098000	0.113379	4.474858
0.099000	-0.275966	-2.750572
0.100000	-0.353500	-3.091932
0.101000	0.346819	5.503190
0.102000	-0.197595	-1.025978
0.103000	-0.119224	0.347585
0.104000	0.035845	1.380562
0.105000	-0.431035	-3.096576
0.106000	0.035845	0.352611
0.107000	0.035845	1.034568
0.108000	-0.275966	1.380562
0.109000	-0.275966	-1.371591
0.110000	-0.042526	-1.025978
0.111000	0.035008	1.726174
0.112000	-0.197595	-3.432910
0.113000	0.035845	0.006606
0.114000	0.269284	2.413538
0.115000	-0.352664	-5.148225
0.116000	0.191750	3.441870
0.117000	-0.353500	-2.404578
0.118000	-0.274293	-2.063981
0.119000	0.270121	4.124601
0.120000	-0.197595	-2.053929
0.121000	0.035845	1.380562
0.122000	-0.197595	0.006606
0.123000	-0.353500	-0.684618
0.124000	0.114215	1.721540
0.125000	0.035845	-0.343640
0.126000	0.191750	3.783241
0.127000	-0.197595	-2.746319
0.128000	-0.275966	-1.722621
0.129000	0.346819	7.217742
0.130000	-0.431035	-4.470531
0.131000	0.113379	2.067926
0.132000	-0.042526	-1.025978
0.133000	-0.510242	-5.153251
0.134000	0.113379	3.783241
0.135000	-0.197595	-2.058966
0.136000	-0.042526	0.347585
0.137000	0.113379	0.352611
0.138000	0.113379	-0.684618
0.139000	-0.197595	-1.366957
0.140000	0.035845	-1.712951
0.141000	0.113379	1.380562
0.142000	-0.197595	-1.722621
0.143000	-0.353500	-3.091942
0.144000	0.114215	4.806558
