BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	132	132
Contact period end (sample #):	7999	7999
Contact period start time (s):	0.132000	0.132000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	703.599976	703.599976
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.630134	7.629939
0.001000	-0.537901	-6.455978
0.002000	-0.305298	-4.736410
0.003000	0.318323	4.541060
0.004000	-0.226927	-1.988108
0.005000	-0.149393	-3.703434
0.006000	0.240789	3.512336
0.007000	-0.460367	-5.418749
0.008000	0.006513	1.451409
0.009000	-0.149393	-0.954760
0.010000	-0.148556	-3.707686
0.011000	-0.226927	-4.048665
0.012000	-0.150229	0.073201
0.013000	0.084047	1.792769
0.014000	-0.538738	-5.423001
0.015000	-0.071858	2.138773
0.016000	-0.071858	0.077072
0.017000	-0.537901	-5.764361
0.018000	0.161582	4.199700
0.019000	-0.305298	-3.362074
0.020000	-0.226927	-5.082023
0.021000	0.318323	5.227651
0.022000	-0.617108	-7.488954
0.023000	-0.305298	-2.333720
0.024000	0.161582	4.541060
0.025000	-0.538738	-5.423001
0.026000	-0.149393	-1.300744
0.027000	-0.305298	-0.955523
0.028000	-0.226927	-4.049046
0.029000	0.006513	0.759792
0.030000	0.006513	0.759400
0.031000	-0.149393	-0.955523
0.032000	-0.383669	-4.394658
0.033000	0.006513	1.451790
0.034000	0.084047	1.792769
0.035000	-0.305298	-5.077389
0.036000	0.161582	3.853696
0.037000	-0.071858	-0.955905
0.038000	-0.460367	-4.736410
0.039000	0.396694	5.573656
0.040000	-0.460367	-5.423001
0.041000	-0.226927	-4.049046
0.042000	0.318323	4.541060
0.043000	0.240789	-0.264288
0.044000	0.084047	1.110430
0.045000	-0.071858	1.792769
0.046000	-0.305298	-3.367089
0.047000	-0.460367	-3.703434
0.048000	0.084047	1.792769
0.049000	-0.149393	-0.268540
0.050000	-0.460367	-3.703434
0.051000	0.084047	2.475107
0.052000	-0.227763	-0.268540
0.053000	-0.538738	-5.769005
0.054000	0.006513	0.764426
0.055000	0.084047	0.764818
0.056000	-0.460367	-5.764361
0.057000	0.161582	4.541060
0.058000	-0.460367	-6.114999
0.059000	-0.381996	-3.367089
0.060000	0.240789	4.882039
0.061000	-0.305298	-3.703434
0.062000	0.005676	-0.609519
0.063000	-0.149393	1.110430
0.064000	-0.226927	-3.011425
0.065000	-0.071858	1.451409
0.066000	0.240789	1.101152
0.067000	-0.071022	-2.680117
0.068000	-0.305298	-2.670065
0.069000	-0.226927	-1.637480
0.070000	0.240789	1.792769
0.071000	-0.538738	-7.142569
0.072000	0.084047	2.480133
0.073000	-0.071858	-0.955523
0.074000	-0.305298	-4.735637
0.075000	-0.150229	1.797402
0.076000	-0.149393	-3.011425
0.077000	-0.538738	-5.764361
0.078000	0.084047	4.886683
0.079000	-0.460367	-5.764361
0.080000	-0.226927	-3.357037
0.081000	0.240789	4.886673
0.082000	-0.381996	-4.049046
0.083000	-0.149393	0.077072
0.084000	0.006513	-0.955523
0.085000	-0.149393	-2.324061
0.086000	-0.226927	-1.637480
0.087000	0.396694	4.199700
0.088000	-0.149393	-0.272803
0.089000	-0.149393	-3.712701
0.090000	-0.071022	0.418813
0.091000	0.240789	1.792769
0.092000	-0.381996	-4.049046
0.093000	0.084047	3.171358
0.094000	-0.305298	-4.736029
0.095000	-0.227763	-3.367089
0.096000	0.318323	5.923902
0.097000	-0.305298	-3.367089
0.098000	0.006513	-1.988108
0.099000	-0.071858	2.138773
0.100000	-0.305298	-4.390025
0.101000	-0.149393	0.077072
0.102000	0.006513	1.792769
0.103000	-0.305298	-5.423001
0.104000	-0.227763	-1.646748
0.105000	-0.071022	-0.272803
0.106000	0.084047	0.418813
0.107000	-0.148556	-2.675080
0.108000	0.006513	1.447156
0.109000	0.163254	0.759792
0.110000	-0.460367	-5.077389
0.111000	0.240789	4.541060
0.112000	-0.149393	-1.646748
0.113000	-0.305298	-4.736029
0.114000	0.318323	4.545694
0.115000	-0.538738	-7.138316
0.116000	-0.383669	-3.357037
0.117000	0.318323	7.298249
0.118000	-0.305298	-4.731385
0.119000	0.084047	1.105796
0.120000	-0.227763	-1.637480
0.121000	-0.071022	-0.955905
0.122000	-0.071858	1.105404
0.123000	0.551763	4.886291
0.124000	0.240789	1.792387
0.125000	-0.071022	-1.642104
0.126000	0.084047	2.484385
0.127000	0.318323	3.507702
0.128000	-0.383669	-4.736018
0.129000	0.630134	4.882039
0.130000	0.240789	-0.268540
0.131000	-0.071022	-1.988108
0.132000	0.863574	10.387901
0.133000	-0.149393	-4.736410
0.134000	-0.071858	-1.296883
0.135000	0.630134	6.947219
0.136000	-0.149393	-1.978840
0.137000	0.161582	1.451409
0.138000	0.707668	8.325818
0.139000	0.006513	-2.329468
0.140000	0.084047	1.788135
0.141000	0.240789	2.138381
0.142000	0.163254	0.755158
