BioWare Version 5.3.2.9 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	742	742
Contact period end (sample #):	3720	3720
Contact period start time (s):	0.742000	0.742000
Contact period end time (s):	3.720000	3.720000
First sample time (s):	0.000000	0.000000
Normalized force (N):	690.997009	690.997009
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.161473	4.650905
0.001000	-0.461312	-3.593207
0.002000	0.239844	3.622954
0.003000	0.005568	0.879297
0.004000	-0.150338	-0.494659
0.005000	-0.150338	-0.494659
0.006000	0.005568	-0.148654
0.007000	0.161473	2.248989
0.008000	0.006404	-1.531888
0.009000	0.006404	-0.503545
0.010000	0.239844	3.618310
0.011000	0.239844	2.935209
0.012000	-0.072803	1.225682
0.013000	0.161473	1.912273
0.014000	0.161473	2.594993
0.015000	-0.072803	-1.176997
0.016000	0.005568	-0.836019
0.017000	0.006404	0.879297
0.018000	0.161473	3.276950
0.019000	-0.227036	-2.214216
0.020000	0.006404	-0.157541
0.021000	0.006404	1.566661
0.022000	-0.305407	-3.593207
0.023000	0.316542	4.996518
0.024000	0.161473	1.566269
0.025000	0.161473	0.879297
0.026000	0.161473	3.622563
0.027000	-0.071967	-1.182023
0.028000	0.239844	1.570913
0.029000	0.083938	3.276950
0.030000	-0.227036	-0.153680
0.031000	0.006404	2.249381
0.032000	-0.071967	-0.153680
0.033000	-0.305407	-2.560220
0.034000	0.161473	4.309927
0.035000	-0.072803	-1.873248
0.036000	0.083938	-0.494659
0.037000	0.239007	3.969330
0.038000	-0.071967	-1.182023
0.039000	-0.305407	-2.218479
0.040000	0.005568	3.276950
0.041000	-0.461312	-2.218860
0.042000	-0.538846	-2.218479
0.043000	0.083938	4.992265
0.044000	-0.538846	-4.621158
0.045000	0.083938	3.622563
0.046000	-0.383778	-2.906235
0.047000	-0.540519	-4.967162
0.048000	0.160636	5.342512
0.049000	-0.540519	-5.649882
0.050000	-0.461312	-4.621158
0.051000	-0.072803	3.281965
0.052000	-0.461312	-4.625792
0.053000	-0.305407	-1.873248
0.054000	0.239007	5.684263
0.055000	-0.305407	-2.214226
0.056000	0.083102	1.220656
0.057000	0.005568	1.571295
0.058000	-0.618054	-5.649882
0.059000	0.316542	6.370854
0.060000	-0.305407	-2.214226
0.061000	-0.461312	-3.593589
0.062000	0.161473	5.342903
0.063000	-1.007399	-9.088636
0.064000	-0.461312	-2.901199
0.065000	0.239007	4.309927
0.066000	-0.695588	-7.023838
0.067000	-0.150338	-1.182023
0.068000	0.083102	3.627970
0.069000	-0.695588	-5.995495
0.070000	-0.305407	0.879678
0.071000	-0.071967	0.533684
0.072000	-0.382941	-3.938820
0.073000	-0.150338	2.941379
0.074000	-0.383778	-2.214226
0.075000	-0.461312	-3.593207
0.076000	0.239007	3.627970
0.077000	-0.228709	-2.906235
0.078000	-0.150338	-1.181641
0.079000	0.161473	2.940605
0.080000	-0.695588	-5.653753
0.081000	-0.071967	0.192314
0.082000	0.161473	3.276950
0.083000	-0.538846	-6.687111
0.084000	-0.071967	2.248989
0.085000	-0.305407	0.192314
0.086000	-0.383778	-3.938830
0.087000	0.083938	1.225290
0.088000	-0.072803	-2.214226
0.089000	0.006404	-0.148654
0.090000	0.161473	1.570913
0.091000	-0.382941	-1.872866
0.092000	-0.071967	3.276950
0.093000	-0.382941	-1.531888
0.094000	-0.929028	-7.715454
0.095000	0.005568	2.594230
0.096000	-0.150338	-1.190528
0.097000	-0.540519	-4.621158
0.098000	0.004731	0.538318
0.099000	-0.150338	-1.526862
0.100000	-0.150338	-1.181641
0.101000	-0.383778	-3.593207
0.102000	-0.383778	-1.531888
0.103000	-0.227036	0.879678
0.104000	0.006404	0.187680
0.105000	-0.383778	-2.559839
0.106000	0.005568	1.220656
0.107000	-0.228709	-1.181641
0.108000	-0.540519	-2.555586
0.109000	0.083102	1.570913
0.110000	-0.150338	-0.494659
0.111000	-0.228709	-1.526862
0.112000	-0.382941	-4.621158
0.113000	-0.227036	-1.185884
0.114000	-0.071967	0.192706
0.115000	-0.461312	-4.284824
0.116000	-0.071967	0.534066
0.117000	-0.072803	1.570913
0.118000	-0.305407	-2.910869
0.119000	-0.072803	1.566269
0.120000	-0.072803	-0.835637
0.121000	0.083102	0.538318
0.122000	0.083938	1.911881
0.123000	-0.305407	-2.214226
0.124000	0.006404	0.533684
0.125000	-0.383778	-0.844524
0.126000	-0.695588	-7.028471
0.127000	0.083938	2.248989
0.128000	-0.072803	-0.494659
0.129000	-0.383778	-2.560220
0.130000	-0.150338	1.225290
0.131000	-0.150338	-2.214226
0.132000	-0.305407	-2.560220
0.133000	0.239007	4.996899
0.134000	-0.227036	-3.251847
0.135000	-0.305407	-2.214226
0.136000	0.317378	5.683882
0.137000	-0.538846	-5.649882
0.138000	-0.072803	-0.153299
0.139000	-0.150338	0.533674
0.140000	-0.228709	-3.934186
0.141000	0.317378	5.342903
0.142000	-0.385450	-2.214226
