BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	1551	1551
Contact period end (sample #):	7999	7999
Contact period start time (s):	1.551000	1.551000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	808.729980	808.729980
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.162306	4.378240
0.001000	0.084772	2.662925
0.002000	0.084772	1.980205
0.003000	-0.304573	-4.207614
0.004000	-0.071134	1.293222
0.005000	0.084772	0.947610
0.006000	-0.148668	-2.491526
0.007000	-0.459642	-5.931816
0.008000	-0.071134	-1.463956
0.009000	-0.227039	-1.458930
0.010000	-0.304573	-5.586203
0.011000	-0.694755	-6.955524
0.012000	0.007237	0.601605
0.013000	-0.071134	1.634201
0.014000	-0.538013	-4.894587
0.015000	-0.304573	-4.212248
0.016000	-0.305410	-1.117570
0.017000	0.162306	2.321565
0.018000	-0.227039	-3.866635
0.019000	-0.227039	-4.553226
0.020000	-0.071134	0.947610
0.021000	-0.382944	-0.080733
0.022000	0.007237	1.288588
0.023000	0.084772	0.255993
0.024000	0.396582	6.444585
0.025000	0.319048	5.756829
0.026000	0.006401	1.629948
0.027000	-0.227039	-0.085367
0.028000	0.006401	3.350670
0.029000	0.241513	4.382874
0.030000	-0.071134	0.606250
0.031000	-0.227039	-1.804935
0.032000	-0.148668	0.942976
0.033000	0.007237	1.288969
0.034000	-0.304573	-4.207614
0.035000	-0.538013	-4.216511
0.036000	-0.227039	-3.866635
0.037000	-0.538013	-2.827870
0.038000	-0.382944	-5.240591
0.039000	-0.693918	-6.955143
0.040000	-0.304573	-3.524894
0.041000	0.007237	1.634592
0.042000	-0.459642	-3.174627
0.043000	-0.226203	-4.553226
0.044000	-0.148668	-1.804935
0.045000	0.241513	1.975560
0.046000	0.007237	1.975952
0.047000	-0.071134	-0.426727
0.048000	0.162306	2.662543
0.049000	0.630022	6.785182
0.050000	0.630022	5.751814
0.051000	0.241513	3.354541
0.052000	0.319048	5.747169
0.053000	0.553324	9.191722
0.054000	0.396582	3.349908
0.055000	0.319048	2.662925
0.056000	0.084772	2.321565
0.057000	0.474953	7.472154
0.058000	0.007237	1.639226
0.059000	0.241513	1.980205
0.060000	-0.459642	-4.553226
0.061000	0.162306	2.667177
0.062000	-0.227039	-2.491907
0.063000	-0.070297	-1.117952
0.064000	-0.304573	-4.553608
0.065000	0.084772	0.951862
0.066000	0.007237	-0.085367
0.067000	-0.148668	-2.146295
0.068000	0.007237	-1.463956
0.069000	0.241513	1.634201
0.070000	0.084772	0.601224
0.071000	-0.071134	-2.150929
0.072000	0.007237	0.255611
0.073000	0.241513	2.662543
0.074000	0.396582	3.695520
0.075000	0.084772	0.601616
0.076000	0.007237	0.601616
0.077000	0.396582	6.093174
0.078000	0.474953	5.756829
0.079000	0.396582	5.401557
0.080000	0.007237	1.288588
0.081000	0.474953	6.785182
0.082000	0.319048	4.378240
0.083000	0.084772	3.695520
0.084000	0.006401	-0.426727
0.085000	0.162306	4.041132
0.086000	0.241513	2.662925
0.087000	0.007237	-0.776592
0.088000	-0.227039	-3.520239
0.089000	-0.071134	-0.085367
0.090000	0.084772	1.634592
0.091000	-0.227039	-4.207614
0.092000	0.007237	-2.491907
0.093000	-0.071134	-0.426727
0.094000	0.396582	3.008929
0.095000	-0.071134	-1.805316
0.096000	0.007237	-2.146295
0.097000	-0.071134	-0.776973
0.098000	0.163979	1.629948
0.099000	-0.148668	-1.463956
0.100000	-0.227039	-1.805316
0.101000	0.319048	4.723852
0.102000	0.396582	4.382874
0.103000	0.084772	1.288588
0.104000	0.007237	0.947610
0.105000	0.474953	8.163379
0.106000	0.630022	8.850362
0.107000	0.319048	4.387137
0.108000	0.007237	0.260245
0.109000	0.397418	6.103225
0.110000	0.396582	6.785182
0.111000	0.319048	2.667569
0.112000	0.084772	1.634592
0.113000	0.162306	3.349516
0.114000	0.396582	4.728878
0.115000	-0.227039	-1.459312
0.116000	0.007237	-0.426727
0.117000	-0.071134	-1.117952
0.118000	0.319048	3.349908
0.119000	-0.304573	-3.861599
0.120000	-0.149504	-2.146295
0.121000	-0.071134	-0.426346
0.122000	0.319048	3.013181
0.123000	-0.071134	-1.458930
0.124000	-0.071134	-2.146295
0.125000	-0.071134	-0.085748
0.126000	0.007237	0.947228
0.127000	0.241513	0.606250
0.128000	-0.071134	-1.117952
0.129000	0.241513	1.634201
0.130000	0.319048	3.695520
0.131000	0.162306	1.980586
0.132000	0.162306	2.321565
0.133000	0.319048	3.695520
0.134000	0.474953	8.850743
0.135000	0.397418	5.069856
0.136000	0.319048	3.008537
0.137000	-0.148668	-1.117952
0.138000	0.708393	8.159518
0.139000	0.084772	2.321565
0.140000	0.397418	3.008548
0.141000	-0.148668	-1.459312
0.142000	0.241513	3.349516
0.143000	-0.071134	-0.776592
0.144000	-0.148668	-1.809569
0.145000	-0.227039	-4.553226
