BioWare Version 5.3.2.9 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	1934	1934
Contact period end (sample #):	7999	7999
Contact period start time (s):	1.934000	1.934000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	730.184998	730.184998
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.015822	0.945560
0.001000	-0.249262	-4.554884
0.002000	0.296824	3.011905
0.003000	0.141755	0.254335
0.004000	-0.093357	-0.086643
0.005000	-0.093357	-1.806984
0.006000	-0.249262	-1.460599
0.007000	-0.171728	-0.774008
0.008000	-0.405167	-6.610404
0.009000	0.218454	4.044490
0.010000	-0.327633	-5.582846
0.011000	-0.327633	-4.554884
0.012000	0.530264	6.788148
0.013000	-0.170891	-1.806592
0.014000	-0.093357	0.254717
0.015000	0.141755	-0.091277
0.016000	-0.014150	0.254335
0.017000	-0.249262	-2.152215
0.018000	-0.327633	-4.209272
0.019000	0.373523	5.750919
0.020000	-0.170891	-5.578201
0.021000	-0.015822	-0.432256
0.022000	0.296824	3.357136
0.023000	-0.794512	-8.671724
0.024000	0.219290	3.006880
0.025000	-0.093357	-0.774008
0.026000	-0.249262	-1.119620
0.027000	0.063385	-1.806592
0.028000	-0.405167	-2.839188
0.029000	0.218454	4.731473
0.030000	-0.249262	-3.176295
0.031000	-0.015822	2.670545
0.032000	-0.093357	-0.774008
0.033000	-0.249262	-3.863267
0.034000	0.219290	0.946344
0.035000	-0.093357	-0.428003
0.036000	-0.015822	0.263222
0.037000	-0.405167	-4.549869
0.038000	0.061712	3.011905
0.039000	-0.249262	-1.806603
0.040000	-0.405167	-5.924206
0.041000	0.296824	4.039856
0.042000	-0.170891	-1.806984
0.043000	-0.249262	-1.465624
0.044000	-0.015822	1.286539
0.045000	0.218454	0.254335
0.046000	0.218454	1.978929
0.047000	-0.093357	-2.152597
0.048000	-0.015822	2.665901
0.049000	-0.405167	-5.924206
0.050000	-0.326797	-4.891229
0.051000	0.451893	4.039475
0.052000	-0.405167	-5.232197
0.053000	-0.093357	-1.460599
0.054000	0.218454	1.978929
0.055000	-0.171728	-0.773616
0.056000	-0.093357	-0.428003
0.057000	-0.249262	-1.806603
0.058000	0.451893	3.693852
0.059000	-0.327633	-5.242248
0.060000	-0.093357	-0.428003
0.061000	0.063385	-0.087025
0.062000	-0.327633	-4.891229
0.063000	0.218454	2.320288
0.064000	0.140919	1.978929
0.065000	-0.249262	-1.460980
0.066000	-0.326797	-4.554884
0.067000	0.061712	1.978929
0.068000	-0.093357	-0.087025
0.069000	-0.249262	-4.554884
0.070000	0.451893	5.760197
0.071000	-0.170891	-1.460980
0.072000	0.063385	-0.086643
0.073000	0.296824	2.319907
0.074000	-0.249262	-1.460980
0.075000	0.063385	1.286920
0.076000	-0.482702	-4.891229
0.077000	0.061712	3.698496
0.078000	-0.326797	-6.269426
0.079000	-0.327633	-5.924206
0.080000	0.529428	7.475120
0.081000	-0.326797	-4.554884
0.082000	0.219290	0.595314
0.083000	0.218454	-0.086643
0.084000	-0.170891	-1.806592
0.085000	0.218454	2.324933
0.086000	0.063385	-1.119620
0.087000	0.451057	4.039856
0.088000	-0.249262	-3.176295
0.089000	-0.093357	-1.455954
0.090000	0.296824	4.039856
0.091000	-0.326797	-5.242248
0.092000	-0.015822	0.254717
0.093000	0.296824	2.319907
0.094000	-0.093357	-1.465232
0.095000	0.296824	2.319907
0.096000	0.296824	2.319907
0.097000	0.296824	3.357518
0.098000	0.063385	-1.460980
0.099000	0.451893	4.039856
0.100000	-0.015822	-0.433029
0.101000	-0.170891	-3.863267
0.102000	0.607799	5.072451
0.103000	0.296824	3.007271
0.104000	0.218454	2.661267
0.105000	0.219290	0.595314
0.106000	0.219290	3.693862
0.107000	0.140919	-0.432637
0.108000	-0.093357	-2.835317
0.109000	0.451893	6.101176
0.110000	-0.170891	-4.213524
0.111000	-0.015822	-0.091277
0.112000	0.607799	5.755171
0.113000	0.063385	-1.120001
0.114000	0.451893	5.063184
0.115000	0.140919	2.319907
0.116000	0.140919	3.694244
0.117000	0.063385	-2.493575
0.118000	-0.170891	-2.835317
0.119000	0.451893	5.072451
0.120000	-0.170891	-3.176295
0.121000	0.218454	2.324160
0.122000	0.451893	4.044500
0.123000	-0.094193	-1.806592
0.124000	0.451893	3.352884
0.125000	0.296824	2.665911
0.126000	0.218454	2.665911
0.127000	-0.249262	-3.867912
0.128000	0.530264	6.101176
0.129000	0.218454	3.011524
0.130000	-0.015822	-1.115368
0.131000	0.607799	6.446788
0.132000	0.218454	2.661267
0.133000	-0.015822	1.287704
0.134000	0.140919	-0.432637
0.135000	0.218454	1.978547
0.136000	0.063385	0.254335
0.137000	-0.170891	-1.806592
0.138000	0.607799	6.446788
0.139000	-0.093357	-3.180929
0.140000	-0.015822	-0.773997
0.141000	0.763704	6.788148
0.142000	-0.015822	-1.114976
0.143000	0.375195	3.694244
