BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	1718	1718
Contact period end (sample #):	7914	7914
Contact period start time (s):	1.718000	1.718000
Contact period end time (s):	7.914000	7.914000
First sample time (s):	0.000000	0.000000
Normalized force (N):	798.062988	798.062988
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.017323	-0.468179
0.001000	0.216953	1.939135
0.002000	-0.094857	-2.870858
0.003000	-0.017323	-2.183875
0.004000	0.061048	-1.150898
0.005000	0.294488	2.279732
0.006000	0.216953	1.933727
0.007000	0.294488	3.307683
0.008000	0.451229	3.994655
0.009000	0.372022	7.093204
0.010000	0.528764	6.410865
0.011000	0.216117	1.251008
0.012000	0.138582	0.218031
0.013000	0.060212	2.275087
0.014000	0.216117	3.308064
0.015000	-0.017323	-1.842907
0.016000	-0.017323	-3.557057
0.017000	-0.094857	-3.903443
0.018000	0.138582	0.905003
0.019000	0.138582	2.625344
0.020000	-0.017323	-0.809930
0.021000	0.138582	-2.183875
0.022000	0.216117	2.621092
0.023000	0.451229	5.032668
0.024000	0.294488	3.990021
0.025000	0.294488	3.999299
0.026000	0.216117	2.620710
0.027000	0.528764	6.751844
0.028000	0.451229	4.340659
0.029000	0.294488	2.275087
0.030000	-0.328297	-4.590034
0.031000	0.138582	1.933727
0.032000	0.138582	2.279732
0.033000	-0.017323	-0.463534
0.034000	-0.094857	-2.524854
0.035000	-0.173228	-3.216079
0.036000	0.138582	0.223438
0.037000	0.138582	-0.463926
0.038000	-0.017323	-1.150898
0.039000	-0.017323	-1.155151
0.040000	0.528764	5.373244
0.041000	0.606298	7.784820
0.042000	0.138582	1.933727
0.043000	0.216117	3.312327
0.044000	0.060212	1.597775
0.045000	0.451229	6.747591
0.046000	0.216953	2.970957
0.047000	-0.017323	-2.183886
0.048000	-0.328297	-6.306122
0.049000	-0.017323	-0.463926
0.050000	0.216953	2.279340
0.051000	-0.094857	-1.837881
0.052000	0.060212	-0.809539
0.053000	-0.406668	-4.249055
0.054000	0.293651	2.620710
0.055000	0.060212	-0.804905
0.056000	-0.017323	-0.122566
0.057000	0.294488	2.966704
0.058000	0.449557	6.410865
0.059000	0.137746	3.653676
0.060000	-0.017323	-0.117922
0.061000	-0.017323	0.560154
0.062000	-0.173228	-2.183494
0.063000	-0.017323	1.251770
0.064000	-0.173228	-1.837881
0.065000	-0.173228	-3.212218
0.066000	-0.406668	-5.623402
0.067000	-0.017323	-0.468179
0.068000	-0.017323	-0.463926
0.069000	-0.328297	-4.245205
0.070000	-0.173228	-3.216079
0.071000	0.138582	-2.179241
0.072000	0.138582	2.966704
0.073000	0.216953	1.597775
0.074000	0.060212	0.223438
0.075000	-0.017323	-0.463926
0.076000	0.060212	2.966704
0.077000	0.216117	6.065252
0.078000	-0.406668	-2.870477
0.079000	-0.017323	-0.463926
0.080000	-0.328297	-4.940682
0.081000	-0.095694	-0.809539
0.082000	-0.095694	-2.183494
0.083000	-0.173228	-2.524854
0.084000	-0.405832	-5.282042
0.085000	-0.017323	-0.804905
0.086000	0.060212	-0.463926
0.087000	-0.328297	-5.282042
0.088000	-0.017323	-1.491877
0.089000	-0.017323	-0.804513
0.090000	0.372022	6.065252
0.091000	0.294488	2.966704
0.092000	0.061048	1.933727
0.093000	-0.173228	-2.183112
0.094000	0.138582	2.966704
0.095000	0.138582	3.999681
0.096000	-0.095694	-1.491877
0.097000	-0.328297	-4.936430
0.098000	-0.562573	-4.931012
0.099000	-0.017323	-1.491877
0.100000	-0.173228	-2.183494
0.101000	-0.173228	-3.211837
0.102000	-0.406668	-5.623794
0.103000	-0.017323	-1.155543
0.104000	0.216117	1.597775
0.105000	-0.095694	-4.244421
0.106000	0.061048	0.569050
0.107000	-0.017323	1.251770
0.108000	0.372022	5.723893
0.109000	0.137746	3.312708
0.110000	-0.017323	-0.122566
0.111000	-0.173228	-2.524472
0.112000	0.060212	0.905395
0.113000	0.138582	2.966704
0.114000	-0.484202	-4.590034
0.115000	-0.094857	-3.903061
0.116000	-0.328297	-4.941064
0.117000	0.216117	1.251008
0.118000	-0.094857	-3.561701
0.119000	-0.173228	-5.282042
0.120000	-0.328297	-5.277408
0.121000	0.138582	0.905395
0.122000	0.294488	3.308074
0.123000	0.060212	-0.463926
0.124000	0.060212	-0.117922
0.125000	0.294488	3.999681
0.126000	0.293651	3.658321
0.127000	0.138582	1.251770
0.128000	-0.017323	-0.463926
0.129000	-0.406668	-2.183494
0.130000	-0.173228	-2.179241
0.131000	-0.017323	-0.809539
0.132000	-0.328297	-3.903443
0.133000	-0.094857	-3.562083
0.134000	-0.017323	-1.150909
0.135000	0.060212	-0.468179
0.136000	-0.017323	-1.150898
0.137000	-0.406668	-5.623402
0.138000	-0.173228	-3.553197
0.139000	0.060212	2.966704
0.140000	0.372022	6.065252
0.141000	0.216117	2.966704
0.142000	-0.094857	-0.809539
0.143000	0.060212	1.251770
