BioWare Version 5.3.2.9 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	122	122
Contact period end (sample #):	7673	7673
Contact period start time (s):	0.122000	0.122000
Contact period end time (s):	7.673000	7.673000
First sample time (s):	0.000000	0.000000
Normalized force (N):	687.536987	687.536987
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.116835	-3.275615
0.001000	0.272510	5.655469
0.002000	-0.584550	-7.393228
0.003000	-0.116835	-2.934637
0.004000	0.115769	3.599176
0.005000	-0.351111	-5.678676
0.006000	-0.273576	-2.589024
0.007000	0.584321	4.290793
0.008000	-0.584550	-6.365659
0.009000	0.038234	0.855518
0.010000	0.272510	2.224839
0.011000	-0.195206	-2.930384
0.012000	0.272510	0.509524
0.013000	0.584321	4.281133
0.014000	0.194140	1.878835
0.015000	-0.273576	-3.616975
0.016000	0.427579	4.626745
0.017000	0.038234	0.509524
0.018000	-0.039300	-1.902433
0.019000	0.584321	6.688065
0.020000	-0.195206	-4.304329
0.021000	-0.195206	-3.962980
0.022000	0.740226	8.407622
0.023000	-0.039300	-1.897016
0.024000	0.038234	1.537867
0.025000	0.194140	2.224839
0.026000	-0.351111	-6.024288
0.027000	0.194140	2.229865
0.028000	0.194140	1.542501
0.029000	-0.039300	0.509524
0.030000	0.039071	0.163520
0.031000	0.194140	2.570452
0.032000	0.038234	0.850884
0.033000	0.194976	-0.873699
0.034000	0.194976	2.912193
0.035000	0.116605	0.509524
0.036000	0.039071	-0.869065
0.037000	0.584321	6.347086
0.038000	0.116605	-1.214677
0.039000	-0.116835	-2.934637
0.040000	0.662692	6.347086
0.041000	-0.195206	-2.934637
0.042000	0.116605	2.219824
0.043000	0.584321	4.626745
0.044000	-0.272740	-2.247665
0.045000	0.194140	3.598413
0.046000	0.038234	0.850884
0.047000	0.194140	1.537867
0.048000	0.038234	-1.214677
0.049000	0.194140	0.159659
0.050000	0.272510	4.281133
0.051000	-0.039300	-0.869065
0.052000	0.272510	4.626745
0.053000	0.038234	0.509524
0.054000	-0.195206	-2.248046
0.055000	0.661855	6.692698
0.056000	-0.039300	-1.555656
0.057000	-0.116835	-1.556037
0.058000	0.739390	6.692698
0.059000	-0.039300	0.163520
0.060000	0.115769	1.537475
0.061000	0.116605	1.196888
0.062000	0.038234	-0.869065
0.063000	0.584321	3.944417
0.064000	0.272510	1.537475
0.065000	0.272510	5.659722
0.066000	-0.196042	-2.589024
0.067000	0.116605	0.509524
0.068000	0.584321	5.996448
0.069000	-0.116835	-3.275997
0.070000	0.194140	3.599176
0.071000	0.194976	2.570452
0.072000	-0.116835	-2.935029
0.073000	0.584321	6.688065
0.074000	0.038234	0.855137
0.075000	-0.194369	-2.588643
0.076000	0.349209	2.570452
0.077000	0.194140	1.542501
0.078000	0.116605	1.537867
0.079000	0.194976	1.537475
0.080000	0.116605	0.850884
0.081000	0.272510	4.281133
0.082000	-0.039300	-0.868684
0.083000	0.116605	3.253563
0.084000	-0.039300	-2.243412
0.085000	-0.195206	-3.275615
0.086000	0.661855	7.375037
0.087000	-0.039300	-1.906686
0.088000	0.349209	2.570452
0.089000	0.194140	3.599176
0.090000	-0.272740	-4.308592
0.091000	0.194140	4.281133
0.092000	0.116605	0.850884
0.093000	0.116605	1.873820
0.094000	0.038234	2.570844
0.095000	0.194976	2.229092
0.096000	0.038234	1.883861
0.097000	-0.039300	-2.589024
0.098000	0.194140	1.883479
0.099000	0.194140	1.883861
0.100000	0.038234	-1.210043
0.101000	0.584321	7.029425
0.102000	-0.195206	-4.649571
0.103000	0.116605	-0.869065
0.104000	0.584321	6.001082
0.105000	-0.039300	-2.930384
0.106000	0.038234	1.196496
0.107000	0.194140	2.916456
0.108000	-0.039300	-3.275997
0.109000	0.194976	4.281133
0.110000	0.272510	2.570452
0.111000	-0.116835	-1.210043
0.112000	0.038234	0.509524
0.113000	0.194976	2.224839
0.114000	0.116605	0.159278
0.115000	-0.117671	-1.555656
0.116000	0.116605	1.883861
0.117000	0.272510	1.888113
0.118000	-0.039300	-2.934637
0.119000	0.427579	5.655078
0.120000	-0.273576	-3.621609
0.121000	-0.116835	-3.275997
0.122000	0.973666	10.127592
0.123000	-0.038464	-2.589406
0.124000	0.116605	0.850884
0.125000	0.427579	5.314110
0.126000	-0.429482	-6.711653
0.127000	0.116605	1.883479
0.128000	0.194140	2.224839
0.129000	-0.039300	0.168546
0.130000	0.116605	1.196888
0.131000	0.272510	1.537867
0.132000	0.038234	1.196507
0.133000	-0.351111	-5.682929
0.134000	0.194140	3.940536
0.135000	-0.039300	-0.181701
0.136000	-0.273576	-3.622001
0.137000	0.505114	4.977765
0.138000	-0.429482	-7.402496
0.139000	-0.506180	-6.705864
0.140000	0.194140	4.631761
0.141000	-0.584550	-7.402496
0.142000	-0.273576	-2.588643
0.143000	0.349209	2.570452
0.144000	-0.584550	-5.677903
0.145000	-0.117671	-0.518819
0.146000	0.116605	1.878835
