BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	2495	2495
Contact period end (sample #):	3250	3250
Contact period start time (s):	2.495000	2.495000
Contact period end time (s):	3.250000	3.250000
First sample time (s):	0.000000	0.000000
Normalized force (N):	703.599976	703.599976
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.000588	0.119802
0.001000	-0.077783	-1.595894
0.002000	0.467467	5.970503
0.003000	-0.312059	-4.685175
0.004000	-0.311223	-3.315854
0.005000	0.467467	5.278886
0.006000	-0.311223	-5.717760
0.007000	0.389933	2.530986
0.008000	0.233191	4.245910
0.009000	0.000588	-2.287903
0.010000	0.078122	1.844004
0.011000	-0.156154	0.119802
0.012000	0.000588	-1.591261
0.013000	-0.077783	0.119802
0.014000	0.233191	3.217959
0.015000	-0.077783	-1.936873
0.016000	-0.389594	-4.684794
0.017000	0.389933	3.558937
0.018000	0.389933	3.217577
0.019000	-0.389594	-3.316235
0.020000	0.233191	4.587662
0.021000	0.078122	0.810646
0.022000	-0.311223	-3.998203
0.023000	0.623372	9.401133
0.024000	-0.233688	-5.031179
0.025000	-0.233688	-3.657214
0.026000	0.467467	4.591914
0.027000	-0.077783	-1.937254
0.028000	-0.077783	0.469667
0.029000	0.467467	4.245910
0.030000	-0.233688	-3.316246
0.031000	0.078122	1.843622
0.032000	-0.000249	-0.221558
0.033000	-0.000249	-0.567562
0.034000	-0.077783	0.811027
0.035000	0.233191	3.558937
0.036000	0.078122	1.498010
0.037000	-0.467964	-5.372147
0.038000	0.154820	1.844004
0.039000	0.233191	2.184982
0.040000	-0.155318	-2.629263
0.041000	0.078122	2.189616
0.042000	-0.000249	0.811027
0.043000	-0.232852	-3.315854
0.044000	0.623372	7.335561
0.045000	-0.233688	-4.003218
0.046000	-0.233688	-3.315854
0.047000	0.545838	5.619865
0.048000	-0.077783	-1.937254
0.049000	-0.000249	0.460781
0.050000	-0.000249	1.502644
0.051000	-0.233688	-3.657214
0.052000	-0.000249	1.152005
0.053000	-0.156154	-0.221176
0.054000	-0.077783	-0.567562
0.055000	-0.000249	1.152005
0.056000	0.233191	1.838978
0.057000	0.545838	3.899916
0.058000	-0.389594	-5.030788
0.059000	0.467467	3.558937
0.060000	0.157329	0.811027
0.061000	-0.155318	-2.974875
0.062000	0.545838	4.937918
0.063000	-0.156154	-1.250282
0.064000	-0.233688	-3.997811
0.065000	0.545838	5.961606
0.066000	-0.545499	-7.092107
0.067000	-0.545499	-6.405134
0.068000	-0.156154	2.185363
0.069000	-0.311223	-3.997811
0.070000	0.233191	1.498010
0.071000	-0.234525	-0.217316
0.072000	-0.233688	-4.343815
0.073000	-0.233688	-3.998203
0.074000	0.545838	3.558937
0.075000	-0.156154	-2.970241
0.076000	-0.467964	-1.936873
0.077000	-0.156154	-0.908541
0.078000	-0.155318	0.128688
0.079000	-0.545499	-7.092107
0.080000	0.233191	2.185363
0.081000	-0.156154	-0.908541
0.082000	-0.467128	-7.095968
0.083000	0.233191	3.217959
0.084000	-0.232852	-2.282485
0.085000	-0.545499	-5.371766
0.086000	0.389933	5.620628
0.087000	-0.467128	-5.718152
0.088000	-0.233688	-5.026535
0.089000	-0.000249	2.876980
0.090000	-0.467128	-5.371766
0.091000	0.078122	1.844004
0.092000	-0.156154	-0.908541
0.093000	-0.312059	-5.030788
0.094000	-0.856473	-7.782950
0.095000	-0.078619	0.811027
0.096000	-0.156154	-2.628881
0.097000	-0.233688	-1.936873
0.098000	-0.077783	1.157031
0.099000	-0.156154	-0.221558
0.100000	-0.467964	-6.750747
0.101000	-0.077783	1.152387
0.102000	-0.156154	-0.567181
0.103000	-0.467128	-6.746103
0.104000	0.154820	3.904931
0.105000	-0.311223	-4.343815
0.106000	-0.467128	-5.025762
0.107000	-0.000249	3.904931
0.108000	-0.467128	-7.092107
0.109000	-0.233688	-4.003218
0.110000	0.233191	4.250544
0.111000	-0.233688	-3.657214
0.112000	-0.000249	0.470048
0.113000	-0.156154	-0.908541
0.114000	-0.389594	-6.404743
0.115000	-0.312059	-0.908541
0.116000	-0.156154	0.811027
0.117000	-0.156154	-2.282506
0.118000	-0.545499	-5.717770
0.119000	0.154820	2.876599
0.120000	-0.233688	-1.936873
0.121000	-0.389594	-6.059130
0.122000	-0.156154	1.497999
0.123000	-0.077783	-0.908541
0.124000	-0.778939	-8.811283
0.125000	0.389933	4.245910
0.126000	-0.545499	-6.059130
0.127000	-0.389594	-5.372147
0.128000	0.233191	4.591914
0.129000	-0.545499	-7.433085
0.130000	-0.311223	-3.315854
0.131000	0.154820	3.222593
0.132000	-0.312059	-3.661858
0.133000	-0.156154	-0.908541
0.134000	-0.233688	-0.908541
0.135000	-0.389594	-6.746103
0.136000	-0.389594	-3.652198
0.137000	0.234864	2.530595
0.138000	0.078122	1.157031
0.139000	-0.389594	-6.059130
0.140000	-0.467964	-2.965226
0.141000	-0.156154	-0.908541
