BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	1522	1522
Contact period end (sample #):	7986	7986
Contact period start time (s):	1.522000	1.522000
Contact period end time (s):	7.986000	7.986000
First sample time (s):	0.000000	0.000000
Normalized force (N):	798.062988	798.062988
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.285291	-1.433394
0.001000	-0.051851	-2.125000
0.002000	0.415865	4.399535
0.003000	0.338330	2.347493
0.004000	0.025683	1.655877
0.005000	-0.051851	0.281922
0.006000	0.415865	7.843696
0.007000	0.494235	7.843696
0.008000	0.025683	1.314517
0.009000	0.182425	0.968513
0.010000	-0.051851	0.968513
0.011000	0.104890	0.973538
0.012000	-0.441196	-3.498955
0.013000	-0.206920	-2.470623
0.014000	-0.441196	-5.560274
0.015000	0.182425	0.627926
0.016000	0.182425	-0.059438
0.017000	-0.362825	-2.812364
0.018000	-0.441196	-3.839933
0.019000	0.182425	1.314517
0.020000	0.182425	3.717186
0.021000	-0.130222	-0.404669
0.022000	-0.051851	0.286174
0.023000	-0.130222	2.689235
0.024000	0.259959	5.086507
0.025000	-0.206920	1.310264
0.026000	-0.285291	-0.405443
0.027000	-0.285291	-1.092034
0.028000	-0.285291	-0.054804
0.029000	-0.206920	-1.433394
0.030000	-0.441196	-4.185546
0.031000	-0.440360	-5.214662
0.032000	0.025683	-0.059438
0.033000	-0.130222	0.281922
0.034000	-0.362825	-3.839933
0.035000	-0.518731	-5.214662
0.036000	-0.441196	-2.811591
0.037000	-0.130222	0.973538
0.038000	-0.051851	0.627534
0.039000	-0.051851	0.281922
0.040000	-0.285291	-0.400417
0.041000	0.338330	7.156331
0.042000	0.025683	2.689235
0.043000	0.182425	1.655877
0.044000	-0.439524	-1.087781
0.045000	-0.130222	2.343231
0.046000	-0.051851	0.627926
0.047000	-0.597101	-5.560274
0.048000	-0.518731	-5.901253
0.049000	-0.441196	-2.465978
0.050000	-0.051851	0.969286
0.051000	-0.908912	-7.620831
0.052000	-0.285291	-2.811983
0.053000	-0.440360	-5.560274
0.054000	-0.051851	1.314517
0.055000	0.025683	1.319543
0.056000	-0.050179	0.973538
0.057000	-0.362825	-1.433394
0.058000	0.182425	2.006515
0.059000	0.103218	3.721830
0.060000	-0.130222	-0.059438
0.061000	-0.440360	-0.400417
0.062000	-0.362825	-0.405051
0.063000	0.025683	4.057783
0.064000	-0.285291	-2.465978
0.065000	-0.519567	-5.214662
0.066000	-0.597101	-5.555640
0.067000	-0.206920	-0.746411
0.068000	-0.051851	0.291200
0.069000	-0.518731	-5.560274
0.070000	-0.441196	-5.560666
0.071000	-0.597101	-4.872921
0.072000	0.025683	0.627534
0.073000	-0.363662	-2.465978
0.074000	0.025683	1.319543
0.075000	-0.051851	0.973538
0.076000	0.259959	5.782768
0.077000	0.025683	3.030213
0.078000	-0.130222	0.627534
0.079000	-0.130222	-0.400417
0.080000	0.025683	2.347493
0.081000	-0.051851	0.632560
0.082000	-0.674636	-6.247257
0.083000	-0.675472	-6.934229
0.084000	-0.285291	-1.433394
0.085000	-0.051851	0.286566
0.086000	-0.441196	-1.779398
0.087000	-0.441196	-3.839933
0.088000	-0.284455	-2.124618
0.089000	-0.285291	-0.400798
0.090000	-0.363662	-3.152961
0.091000	-0.206920	-1.433394
0.092000	-0.441196	-2.465978
0.093000	0.338330	5.782768
0.094000	0.182425	2.006515
0.095000	-0.051851	0.627926
0.096000	-0.206920	-0.746421
0.097000	0.182425	3.717186
0.098000	0.259959	5.442171
0.099000	0.025683	1.314517
0.100000	-0.441196	-3.153342
0.101000	-0.597101	-6.246865
0.102000	-0.441196	-1.433394
0.103000	-0.285291	-2.811983
0.104000	-0.285291	-3.152961
0.105000	-0.830541	-7.616187
0.106000	-0.363662	-1.429141
0.107000	-0.285291	-0.405051
0.108000	-0.441196	-3.498955
0.109000	-0.285291	-1.774753
0.110000	0.338330	4.058175
0.111000	0.259959	7.843696
0.112000	-0.206920	0.286947
0.113000	0.025683	2.001489
0.114000	-0.362825	-1.433394
0.115000	0.025683	4.063190
0.116000	0.025683	1.660511
0.117000	-0.362825	-3.152961
0.118000	-0.596265	-6.251891
0.119000	-0.285291	-1.779398
0.120000	-0.051851	-0.746421
0.121000	-0.441196	-3.494321
0.122000	-0.518731	-4.522653
0.123000	-0.285291	-0.400417
0.124000	-0.051851	-0.059057
0.125000	-0.441196	-4.522653
0.126000	-0.441196	-3.152961
0.127000	-0.363662	-1.433394
0.128000	0.259959	3.717186
0.129000	0.338330	5.090759
0.130000	0.025683	0.969286
0.131000	-0.441196	-1.774372
0.132000	-0.051851	3.717186
0.133000	0.103218	4.745147
0.134000	-0.362825	-2.124618
0.135000	-0.518731	-3.839933
0.136000	-0.441196	-3.152961
0.137000	-0.285291	-1.087781
0.138000	-0.597101	-4.863632
0.139000	-0.518731	-4.531942
0.140000	-0.362825	-2.129644
0.141000	0.182425	1.314517
