BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	448	448
Contact period end (sample #):	7796	7796
Contact period start time (s):	0.448000	0.448000
Contact period end time (s):	7.796000	7.796000
First sample time (s):	0.000000	0.000000
Normalized force (N):	808.729980	808.729980
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.313292	4.213082
0.001000	0.079016	-0.250144
0.002000	0.546731	7.307377
0.003000	0.468361	5.933030
0.004000	0.157386	1.469424
0.005000	0.001481	0.778199
0.006000	0.157386	3.531125
0.007000	0.390826	5.591671
0.008000	-0.309493	-4.031031
0.009000	-0.309493	-5.063626
0.010000	-0.309493	-4.035283
0.011000	-0.076890	-0.591122
0.012000	0.001481	-2.311071
0.013000	0.001481	-2.310690
0.014000	-0.231959	-3.690052
0.015000	-0.076890	-0.249763
0.016000	0.235757	-0.591504
0.017000	-0.309493	-3.690052
0.018000	-0.309493	-2.997662
0.019000	0.157386	1.815428
0.020000	0.313292	1.815809
0.021000	0.001481	-0.591122
0.022000	0.234921	1.469816
0.023000	0.390826	3.872484
0.024000	0.313292	4.564101
0.025000	0.001481	0.441473
0.026000	-0.466235	-2.315324
0.027000	-0.076890	1.124193
0.028000	0.157386	2.839508
0.029000	-0.076890	-0.250144
0.030000	-0.622140	-7.461280
0.031000	0.001481	0.095469
0.032000	-0.231959	-2.998044
0.033000	-0.309493	-5.405367
0.034000	-0.543769	-6.091958
0.035000	-0.231959	-0.937127
0.036000	0.079016	1.128445
0.037000	-0.309493	-3.348692
0.038000	-0.466235	-4.722648
0.039000	-0.543769	-6.092350
0.040000	0.157386	1.815809
0.041000	-0.309493	-2.997662
0.042000	0.001481	-0.250144
0.043000	-0.231959	-1.969712
0.044000	0.234921	3.872484
0.045000	0.234921	2.161422
0.046000	0.157386	1.815809
0.047000	0.001481	0.437220
0.048000	0.156550	3.190146
0.049000	0.545895	3.180868
0.050000	0.001481	-1.623707
0.051000	-0.231959	-2.311071
0.052000	-0.076890	0.096242
0.053000	0.001481	0.782833
0.054000	-0.622140	-5.750980
0.055000	-0.543769	-6.433318
0.056000	-0.153588	-2.310690
0.057000	0.001481	0.437220
0.058000	-0.388700	-4.376643
0.059000	-0.466235	-6.433318
0.060000	-0.076890	-1.282347
0.061000	0.001481	0.095860
0.062000	-0.309493	-1.969712
0.063000	-0.231959	-2.652050
0.064000	0.157386	2.156788
0.065000	0.313292	3.185512
0.066000	0.001481	0.436828
0.067000	0.079016	1.128445
0.068000	0.079852	0.782833
0.069000	0.390826	4.564101
0.070000	0.079016	1.470197
0.071000	0.000645	0.782833
0.072000	-0.231959	-2.652050
0.073000	0.157386	3.877118
0.074000	-0.153588	-0.250144
0.075000	-0.309493	-3.689671
0.076000	-0.622140	-6.779323
0.077000	0.079016	0.437220
0.078000	-0.388700	-2.311071
0.079000	-0.153588	-3.339022
0.080000	-0.466235	-5.750980
0.081000	0.391662	2.838745
0.082000	-0.153588	0.095860
0.083000	-0.466235	-6.433318
0.084000	-0.388700	-5.400342
0.085000	-0.153588	-1.623326
0.086000	0.313292	2.848405
0.087000	0.079852	-0.250144
0.088000	0.001481	0.441473
0.089000	0.234921	3.531125
0.090000	0.234921	4.564101
0.091000	0.235757	2.161422
0.092000	0.157386	0.782833
0.093000	0.234921	2.156788
0.094000	0.079016	1.815809
0.095000	-0.076890	-0.245118
0.096000	-0.076890	-1.623707
0.097000	-0.466235	-4.376643
0.098000	-0.076890	-0.591122
0.099000	0.001481	-2.311071
0.100000	-0.153588	-4.031031
0.101000	-0.778045	-8.148252
0.102000	0.001481	0.091216
0.103000	-0.231959	-1.969712
0.104000	-0.076890	-1.965067
0.105000	-0.466235	-6.433318
0.106000	0.000645	-0.591122
0.107000	0.001481	-0.250144
0.108000	-0.153588	-2.306046
0.109000	-0.076890	-2.311071
0.110000	0.234921	1.815809
0.111000	0.469197	5.933030
0.112000	0.079852	0.446499
0.113000	0.001481	0.782833
0.114000	0.157386	3.531125
0.115000	0.313292	5.597470
0.116000	-0.076890	-0.250144
0.117000	-0.231959	-1.278487
0.118000	-0.231959	-1.278105
0.119000	0.000645	0.782833
0.120000	-0.231959	-2.997662
0.121000	-0.466235	-4.376643
0.122000	-0.543769	-5.063626
0.123000	0.001481	-0.250144
0.124000	-0.388700	-2.311071
0.125000	-0.309493	-2.998044
0.126000	-0.622140	-5.750980
0.127000	0.001481	-1.623707
0.128000	-0.153588	-1.969712
0.129000	-0.466235	-4.376643
0.130000	-0.699674	-7.812299
0.131000	0.234921	3.531125
0.132000	0.312455	2.502792
0.133000	-0.153588	-0.932482
0.134000	0.079016	-0.941369
0.135000	0.546731	6.274390
0.136000	0.469197	7.307377
0.137000	0.157386	2.839508
0.138000	0.157386	1.128837
0.139000	0.157386	3.185120
0.140000	0.390826	5.587418
0.141000	-0.153588	-0.591504
0.142000	-0.076890	-0.591504
0.143000	-0.309493	-2.998044
