BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	2822	2822
Contact period end (sample #):	7999	7999
Contact period start time (s):	2.822000	2.822000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	798.062988	798.062988
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.189702	4.805120
0.001000	-0.122109	-2.069671
0.002000	-0.433083	-5.509187
0.003000	-0.667359	-7.911485
0.004000	-0.122109	-0.695716
0.005000	0.033797	1.711598
0.006000	-0.200479	-3.444007
0.007000	-0.043738	-2.065026
0.008000	-0.122109	-1.728692
0.009000	0.189702	2.734915
0.010000	0.346443	5.146099
0.011000	0.346443	3.075893
0.012000	0.189702	4.113514
0.013000	0.267236	4.805120
0.014000	0.423978	6.866440
0.015000	0.033797	1.019218
0.016000	0.189702	0.337261
0.017000	-0.199643	-3.788846
0.018000	-0.043738	0.331854
0.019000	0.111331	1.365222
0.020000	-0.199643	-4.130206
0.021000	-0.199643	-3.444007
0.022000	0.033797	1.019218
0.023000	0.423978	4.454874
0.024000	0.033797	-0.008351
0.025000	0.033797	0.673606
0.026000	0.111331	2.393555
0.027000	0.423978	7.207419
0.028000	0.423978	6.520054
0.029000	0.189702	1.701938
0.030000	0.033797	1.361341
0.031000	0.033797	2.734915
0.032000	0.112167	1.019981
0.033000	-0.122109	-1.724058
0.034000	-0.122109	-4.135232
0.035000	-0.199643	-4.476211
0.036000	0.033797	0.337261
0.037000	0.423978	4.113896
0.038000	-0.044574	-1.724058
0.039000	-0.122109	-2.411031
0.040000	0.033797	0.683265
0.041000	0.423978	6.179468
0.042000	0.579883	7.894009
0.043000	0.188866	2.734915
0.044000	-0.043738	0.337261
0.045000	0.267236	5.487078
0.046000	0.423978	6.524699
0.047000	0.033797	-1.041328
0.048000	-0.199643	-3.452894
0.049000	-0.199643	-1.037075
0.050000	-0.043738	0.683265
0.051000	-0.044574	-1.036694
0.052000	-0.121272	-2.411031
0.053000	-0.199643	-4.476211
0.054000	0.033797	1.701938
0.055000	0.189702	4.113514
0.056000	0.189702	3.080527
0.057000	0.267236	3.085563
0.058000	0.112167	2.734915
0.059000	0.346443	5.833463
0.060000	0.423978	5.828438
0.061000	0.033797	2.393555
0.062000	-0.043738	-2.411031
0.063000	0.033797	2.388921
0.064000	0.112167	-0.008351
0.065000	-0.199643	-2.411031
0.066000	-0.278014	-3.447868
0.067000	-0.122109	-2.069279
0.068000	0.189702	2.047551
0.069000	0.346443	1.019218
0.070000	-0.043738	0.332246
0.071000	-0.122109	-1.719414
0.072000	0.423978	6.520054
0.073000	0.423978	6.520436
0.074000	0.423978	4.800878
0.075000	0.501512	5.146099
0.076000	0.033797	0.674369
0.077000	0.111331	4.113896
0.078000	0.112167	2.393555
0.079000	-0.199643	-2.756643
0.080000	-0.278014	-4.135232
0.081000	-0.122109	-1.382306
0.082000	0.189702	3.085563
0.083000	0.033797	-0.013758
0.084000	-0.200479	-2.752391
0.085000	-0.278014	-4.135232
0.086000	0.579883	6.520054
0.087000	0.579883	7.207419
0.088000	0.267236	4.804739
0.089000	0.189702	2.734915
0.090000	0.267236	4.113514
0.091000	0.423978	5.833082
0.092000	0.111331	1.019218
0.093000	0.189702	2.393555
0.094000	-0.433083	-6.883916
0.095000	-0.122109	0.673214
0.096000	0.189702	2.047942
0.097000	-0.122109	-2.761287
0.098000	-0.043738	-2.065418
0.099000	-0.122109	-2.069671
0.100000	0.423978	5.142238
0.101000	0.267236	2.393555
0.102000	0.189702	1.701938
0.103000	-0.122109	-1.387332
0.104000	0.501512	6.866059
0.105000	0.501512	6.520436
0.106000	0.189702	2.388921
0.107000	0.189702	1.706953
0.108000	-0.122109	-1.382688
0.109000	0.111331	1.019218
0.110000	-0.122109	-2.757035
0.111000	-0.043738	-2.074305
0.112000	-0.122109	-2.756643
0.113000	0.189702	2.047551
0.114000	0.189702	3.421506
0.115000	-0.122109	-2.065026
0.116000	-0.122109	-1.728692
0.117000	0.112167	-0.349711
0.118000	0.502349	7.894401
0.119000	0.579883	7.207419
0.120000	0.189702	4.109262
0.121000	0.112167	2.047942
0.122000	0.189702	3.762866
0.123000	0.423978	5.146099
0.124000	-0.199643	-1.378054
0.125000	-0.122109	-2.069671
0.126000	-0.199643	-3.444007
0.127000	0.189702	1.701938
0.128000	0.111331	1.019218
0.129000	-0.199643	-3.102647
0.130000	-0.199643	-2.069671
0.131000	0.346443	2.734533
0.132000	0.423978	5.491711
0.133000	-0.043738	-0.695716
0.134000	0.112167	1.028878
0.135000	0.033797	-0.354356
0.136000	0.033797	2.734915
0.137000	0.033797	3.421887
0.138000	-0.744893	-5.504172
0.139000	-0.433083	-3.447868
0.140000	-0.278014	-3.097622
0.141000	0.033797	-0.349711
0.142000	0.033797	-2.756643
0.143000	-0.278014	-3.784986
0.144000	-0.433083	-4.476211
0.145000	-0.122109	-0.695716
