BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	40	40
Contact period end (sample #):	7999	7999
Contact period start time (s):	0.040000	0.040000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	798.062988	798.062988
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	0.056662	2.789166
0.001000	0.211731	4.163121
0.002000	-0.099243	1.756581
0.003000	-0.020872	0.045900
0.004000	-0.255148	-1.332308
0.005000	0.368473	4.163121
0.006000	0.056662	2.443553
0.007000	-0.176777	-0.645325
0.008000	-0.488588	-5.800941
0.009000	-0.411053	-4.421578
0.010000	-0.255148	-2.706253
0.011000	-0.332683	-4.080600
0.012000	-0.332683	-6.141919
0.013000	-0.176777	-1.673668
0.014000	-0.254312	-1.673668
0.015000	-0.254312	-3.739621
0.016000	-0.255148	-4.081373
0.017000	-0.410217	-5.454555
0.018000	-0.020872	0.045900
0.019000	-0.099243	0.391512
0.020000	0.056662	1.074232
0.021000	-0.255148	-3.052649
0.022000	-0.099243	2.794573
0.023000	0.368473	3.822534
0.024000	-0.020872	2.443161
0.025000	-0.099243	-1.673668
0.026000	-0.099243	0.391904
0.027000	-0.020872	2.102193
0.028000	-0.410217	-4.772216
0.029000	-0.643657	-5.800559
0.030000	-0.488588	-7.516255
0.031000	-0.020872	1.074624
0.032000	-0.176777	-2.360640
0.033000	-0.332683	-5.459581
0.034000	-0.488588	-8.202455
0.035000	-0.176777	-1.332689
0.036000	0.056662	1.064572
0.037000	-0.176777	-1.678302
0.038000	-0.020872	0.727857
0.039000	0.211731	3.130536
0.040000	0.992094	10.346295
0.041000	0.213404	2.102193
0.042000	0.368473	3.817508
0.043000	-0.020872	2.102193
0.044000	0.213404	3.135170
0.045000	-0.099243	2.447806
0.046000	-0.254312	-2.711670
0.047000	-0.411053	-4.085626
0.048000	-0.176777	-1.332297
0.049000	-0.176777	-0.295079
0.050000	-0.176777	-2.706634
0.051000	-0.255148	-3.740013
0.052000	-0.020872	-1.673668
0.053000	-0.099243	0.391512
0.054000	-0.176777	-2.015028
0.055000	-0.176777	-2.711289
0.056000	-0.099243	-1.674049
0.057000	0.056662	2.097549
0.058000	0.368473	4.163121
0.059000	0.446844	2.789166
0.060000	0.056662	2.102193
0.061000	0.524378	5.537076
0.062000	0.446844	4.504481
0.063000	0.056662	2.102193
0.064000	-0.099243	-1.332689
0.065000	-0.020872	0.728620
0.066000	0.056662	1.419474
0.067000	-0.176777	-2.019662
0.068000	-0.332683	-4.767964
0.069000	-0.565286	-6.146553
0.070000	-0.099243	-1.673668
0.071000	0.056662	-0.991329
0.072000	-0.099243	-2.360640
0.073000	-0.332683	-5.459962
0.074000	0.056662	2.443172
0.075000	0.446844	3.130144
0.076000	-0.099243	-0.986685
0.077000	0.135869	-0.309372
0.078000	0.446844	5.195716
0.079000	0.680283	10.350940
0.080000	0.213404	3.476149
0.081000	0.213404	3.476149
0.082000	-0.020872	0.381853
0.083000	0.524378	5.537076
0.084000	0.056662	2.789166
0.085000	-0.176777	-1.332689
0.086000	-0.254312	-4.772598
0.087000	-0.255148	-2.024698
0.088000	-0.410217	-4.426604
0.089000	-0.254312	-3.739621
0.090000	0.056662	-0.304728
0.091000	-0.020872	0.382636
0.092000	0.056662	2.097560
0.093000	-0.176777	-3.052649
0.094000	-0.099243	-0.641464
0.095000	-0.020872	-0.986685
0.096000	0.446844	4.850485
0.097000	0.680283	6.570053
0.098000	0.446844	3.817508
0.099000	0.056662	1.410577
0.100000	0.056662	3.476149
0.101000	0.524378	5.532824
0.102000	0.213404	2.102193
0.103000	-0.020872	-0.986685
0.104000	-0.020872	0.391904
0.105000	0.213404	2.097560
0.106000	-0.176777	-2.711670
0.107000	-0.254312	-3.739621
0.108000	-0.176777	-3.052649
0.109000	0.213404	2.784532
0.110000	0.213404	1.073469
0.111000	-0.176777	-2.361022
0.112000	-0.410217	-5.800549
0.113000	0.213404	1.756581
0.114000	0.368473	3.130144
0.115000	0.213404	1.756581
0.116000	0.213404	0.727857
0.117000	0.368473	4.850485
0.118000	0.368473	5.878436
0.119000	0.368473	3.476149
0.120000	0.524378	4.850104
0.121000	-0.020872	1.756189
0.122000	0.524378	6.228693
0.123000	-0.020872	1.756581
0.124000	-0.099243	-2.019280
0.125000	-0.410217	-5.800941
0.126000	-0.099243	0.045900
0.127000	0.213404	2.097168
0.128000	-0.098407	-2.019662
0.129000	-0.176777	-4.085626
0.130000	0.135869	0.727857
0.131000	0.213404	2.101802
0.132000	-0.254312	-2.361022
0.133000	0.135869	0.727857
0.134000	-0.020872	0.040493
0.135000	0.446844	5.191464
0.136000	0.368473	3.135170
0.137000	0.056662	3.476149
0.138000	0.135869	0.045900
0.139000	0.525214	5.191464
0.140000	0.524378	6.224440
0.141000	0.213404	1.074232
0.142000	-0.020872	-0.295460
0.143000	-0.176777	-0.991329
