BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	56	56
Contact period end (sample #):	7999	7999
Contact period start time (s):	0.056000	0.056000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	703.599976	703.599976
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.057556	-3.174554
0.001000	0.331789	4.041598
0.002000	-0.135927	-2.141567
0.003000	-0.058393	-2.492215
0.004000	0.175883	3.008621
0.005000	0.331789	1.293687
0.006000	-0.135927	-3.860763
0.007000	-0.058393	-1.804861
0.008000	0.019978	-0.080649
0.009000	0.175883	1.639691
0.010000	-0.214298	-2.833194
0.011000	0.253418	2.326664
0.012000	0.019978	-2.833194
0.013000	0.019978	0.606715
0.014000	0.486858	6.103298
0.015000	-0.135927	-5.235492
0.016000	0.019978	-1.112853
0.017000	0.486858	4.041598
0.018000	-0.057556	-3.856511
0.019000	0.331789	3.013647
0.020000	0.098349	0.606715
0.021000	-0.135927	-4.889487
0.022000	0.019978	0.265736
0.023000	0.410159	2.326282
0.024000	0.253418	1.634666
0.025000	-0.214298	-2.833194
0.026000	0.175883	0.948075
0.027000	-0.058393	-0.430514
0.028000	0.019978	-4.548127
0.029000	0.331789	2.326282
0.030000	0.019978	-1.112853
0.031000	0.019978	-2.141185
0.032000	0.331789	4.728962
0.033000	-0.213462	-5.576460
0.034000	0.175883	-1.454594
0.035000	0.720298	8.514483
0.036000	0.253418	-1.454594
0.037000	0.331789	2.667642
0.038000	0.877039	4.728580
0.039000	0.019978	-2.833575
0.040000	0.486858	3.009013
0.041000	0.565228	4.728580
0.042000	0.175883	-0.771874
0.043000	0.176720	-0.089536
0.044000	0.253418	2.668034
0.045000	0.331789	3.013265
0.046000	-0.214298	-5.922464
0.047000	0.642763	5.415553
0.048000	0.175047	0.265355
0.049000	0.019978	-3.520166
0.050000	0.877039	9.537418
0.051000	0.098349	-1.454594
0.052000	-0.058393	-3.174554
0.053000	0.642763	6.098273
0.054000	0.019978	-3.174554
0.055000	0.019978	0.260710
0.056000	1.189686	11.257367
0.057000	0.253418	-0.771874
0.058000	0.486858	1.980670
0.059000	0.175883	0.606333
0.060000	0.098349	-1.809495
0.061000	0.331789	0.947693
0.062000	0.565228	4.728189
0.063000	0.331789	2.321648
0.064000	-0.135927	-5.235100
0.065000	0.253418	1.635058
0.066000	0.486858	3.354625
0.067000	0.019978	-1.800207
0.068000	0.877039	6.789889
0.069000	0.176720	-0.771874
0.070000	-0.135927	-4.207530
0.071000	0.721970	7.130868
0.072000	0.098349	-2.141567
0.073000	0.175883	0.260329
0.074000	0.486858	4.387602
0.075000	0.175883	-0.771874
0.076000	0.410159	1.639310
0.077000	0.253418	1.634666
0.078000	0.176720	-0.771874
0.079000	0.254254	1.980670
0.080000	0.331789	1.976036
0.081000	0.331789	1.639691
0.082000	-0.057556	-3.174554
0.083000	0.331789	2.668034
0.084000	0.721970	2.667261
0.085000	0.565228	-0.084892
0.086000	0.486858	4.041989
0.087000	0.486858	2.667653
0.088000	-0.135927	-3.866170
0.089000	0.642763	6.444277
0.090000	-0.291832	-5.922464
0.091000	0.020814	-2.492215
0.092000	0.486858	5.415553
0.093000	0.175883	-0.771874
0.094000	0.253418	1.980670
0.095000	0.175883	0.606715
0.096000	0.175883	-0.771874
0.097000	0.175883	0.947693
0.098000	0.486858	4.387602
0.099000	0.331789	2.326282
0.100000	0.331789	0.947693
0.101000	0.175883	0.943049
0.102000	0.955410	6.785255
0.103000	-0.135927	-4.207530
0.104000	0.331789	3.008621
0.105000	0.331789	3.013647
0.106000	0.175883	-1.800207
0.107000	0.642763	6.448911
0.108000	0.019978	-3.174554
0.109000	0.098349	-0.771874
0.110000	0.486858	4.723936
0.111000	0.175883	0.606715
0.112000	0.331789	2.321648
0.113000	0.331789	3.695985
0.114000	0.175883	0.606333
0.115000	0.331789	2.667653
0.116000	-0.058393	-1.795573
0.117000	0.486858	3.013265
0.118000	0.097513	-0.080649
0.119000	0.331789	2.326282
0.120000	0.331789	4.387602
0.121000	-0.057556	-4.207530
0.122000	0.253418	2.326282
0.123000	0.565228	4.382576
0.124000	0.254254	0.260329
0.125000	0.565228	4.387602
0.126000	-0.058393	-0.430514
0.127000	-0.057556	-4.207530
0.128000	0.799505	6.443885
0.129000	0.486858	1.293306
0.130000	0.486858	2.326282
0.131000	0.254254	1.980670
0.132000	0.331789	1.980670
0.133000	0.331789	3.354625
0.134000	0.175047	1.639310
0.135000	0.564392	4.041216
0.136000	0.253418	1.289053
0.137000	0.175883	1.293306
0.138000	0.253418	3.355007
0.139000	-0.057556	-2.141567
0.140000	0.331789	2.667261
0.141000	0.486858	5.415553
0.142000	0.020814	-3.520166
0.143000	0.486858	3.354625
0.144000	0.253418	3.354625
0.145000	0.175883	0.606333
0.146000	0.565228	5.069940
0.147000	0.331789	0.606715
0.148000	0.098349	-2.833194
