BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	892	892
Contact period end (sample #):	7999	7999
Contact period start time (s):	0.892000	0.892000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	808.729980	808.729980
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.324483	-0.855608
0.001000	0.064862	3.608381
0.002000	-0.014345	3.608381
0.003000	-0.402854	1.205712
0.004000	-0.247785	-1.201230
0.005000	-0.091880	1.892684
0.006000	0.142396	2.234044
0.007000	-0.558759	-6.010068
0.008000	-0.637130	-6.020109
0.009000	-0.326156	-1.546832
0.010000	-0.014345	1.551324
0.011000	-0.402854	-4.636495
0.012000	-0.402854	-5.328111
0.013000	-0.481225	-2.233815
0.014000	0.064862	1.892684
0.015000	-0.714664	-6.015084
0.016000	-0.402854	-4.982499
0.017000	-0.169414	-0.860252
0.018000	-0.481225	-0.855226
0.019000	-0.402854	-1.887811
0.020000	-0.481225	-2.916154
0.021000	0.064862	1.892684
0.022000	0.220767	4.290719
0.023000	0.142396	2.579275
0.024000	-0.247785	1.547072
0.025000	0.064862	1.892684
0.026000	0.142396	4.982336
0.027000	0.064862	2.234044
0.028000	0.064862	1.551324
0.029000	-0.169414	-0.172888
0.030000	0.219931	4.982336
0.031000	0.064862	2.234044
0.032000	0.064862	0.513703
0.033000	-0.402018	-2.920788
0.034000	0.064862	1.201067
0.035000	-0.402854	-2.229171
0.036000	-0.169414	-1.892837
0.037000	-0.324483	-2.926205
0.038000	0.064862	1.892684
0.039000	-0.169414	-1.546832
0.040000	-0.169414	-1.542590
0.041000	-0.247785	-2.920788
0.042000	0.142396	1.892684
0.043000	0.220767	2.233663
0.044000	-0.169414	-1.546832
0.045000	-0.402854	-3.267184
0.046000	0.142396	3.266639
0.047000	0.376672	5.327948
0.048000	0.298302	3.949359
0.049000	0.064862	0.173117
0.050000	0.610112	8.416837
0.051000	0.454207	7.734499
0.052000	0.220767	3.612644
0.053000	-0.169414	0.518348
0.054000	0.298302	4.636332
0.055000	0.298302	6.009905
0.056000	-0.169414	-0.172888
0.057000	-0.324483	-2.575175
0.058000	0.064862	2.233663
0.059000	0.142396	2.233663
0.060000	-0.169414	-1.546832
0.061000	-0.324483	-4.641520
0.062000	-0.169414	-0.855226
0.063000	0.143233	2.579656
0.064000	-0.247785	-2.575175
0.065000	-0.169414	-0.860252
0.066000	-0.091880	0.859708
0.067000	0.142396	1.892684
0.068000	-0.169414	-3.271818
0.069000	-0.091880	-0.514629
0.070000	0.142396	2.238297
0.071000	0.454207	6.009905
0.072000	0.220767	1.892684
0.073000	0.220767	2.579667
0.074000	0.298302	5.664293
0.075000	0.532578	9.449814
0.076000	0.298302	4.640976
0.077000	-0.091880	1.892684
0.078000	0.064862	2.234044
0.079000	0.220767	4.982336
0.080000	0.142396	2.925279
0.081000	-0.091880	0.859708
0.082000	-0.091880	-0.514248
0.083000	-0.169414	1.547072
0.084000	-0.324483	-1.892837
0.085000	-0.324483	-1.546832
0.086000	-0.402854	-2.920788
0.087000	-0.091880	1.205712
0.088000	-0.169414	-0.855608
0.089000	-0.012673	-1.892837
0.090000	-0.402854	-4.295516
0.091000	0.064862	1.546680
0.092000	0.064862	0.859708
0.093000	-0.170250	-0.173269
0.094000	-0.402854	-2.234197
0.095000	0.143233	2.925279
0.096000	0.142396	2.921027
0.097000	-0.012673	0.518729
0.098000	0.142396	1.547072
0.099000	0.454207	8.080503
0.100000	0.688483	9.795437
0.101000	-0.091880	1.892303
0.102000	-0.091880	0.518729
0.103000	0.298302	5.664293
0.104000	0.375836	7.393139
0.105000	0.142396	2.233663
0.106000	-0.324483	-1.546832
0.107000	0.142396	4.295363
0.108000	-0.169414	1.892684
0.109000	-0.247785	-1.546832
0.110000	-0.558759	-4.641128
0.111000	-0.169414	-0.163610
0.112000	-0.012673	0.518729
0.113000	-0.169414	-1.551858
0.114000	-0.169414	-2.579428
0.115000	0.064862	2.234044
0.116000	0.064862	0.518729
0.117000	-0.479552	-3.262529
0.118000	-0.169414	-2.579809
0.119000	-0.091880	1.205712
0.120000	0.220767	4.976929
0.121000	-0.169414	-0.855608
0.122000	0.064862	-0.168635
0.123000	-0.091880	1.892684
0.124000	0.454207	8.762450
0.125000	0.298302	3.949359
0.126000	0.142396	2.925661
0.127000	-0.091880	3.608381
0.128000	0.298302	5.327948
0.129000	-0.091880	1.546680
0.130000	0.298302	2.920635
0.131000	-0.091880	2.925661
0.132000	0.220767	4.295363
0.133000	-0.169414	0.859708
0.134000	-0.324483	-1.892837
0.135000	-0.012673	-0.855608
0.136000	0.064862	0.860089
0.137000	-0.247785	0.172343
0.138000	-0.169414	-1.205854
0.139000	-0.169414	-0.855608
0.140000	0.064862	1.892684
0.141000	-0.169414	-0.855608
0.142000	-0.169414	-0.855608
0.143000	-0.402854	-2.234197
0.144000	0.142396	3.266639
