BioWare Version 5.3.0.7 Export
Device:	 9286AA	 9286AA
Samples (#):	8000	8000
Rate (Hz):	1000.000000	1000.000000
Contact period start (sample #):	185	185
Contact period end (sample #):	7999	7999
Contact period start time (s):	0.185000	0.185000
Contact period end time (s):	7.999000	7.999000
First sample time (s):	0.000000	0.000000
Normalized force (N):	703.599976	703.599976
Normalized length (m):	1.000000	1.000000
abs time (s)	Fy	Fz
	N	N
0.000000	-0.432357	-4.761376
0.001000	0.503075	6.923398
0.002000	-0.510728	-6.817288
0.003000	-0.354823	-4.756360
0.004000	-0.042176	2.455157
0.005000	-0.276452	-4.415001
0.006000	-0.042176	0.739842
0.007000	0.035359	1.772818
0.008000	-0.276452	-4.410367
0.009000	-0.198917	-0.971221
0.010000	0.191264	1.426433
0.011000	-0.198917	-2.354454
0.012000	-0.119710	-2.008058
0.013000	0.113730	1.777071
0.014000	-0.119710	0.052477
0.015000	-0.899237	-10.597783
0.016000	0.113730	2.455157
0.017000	-0.198917	-2.344403
0.018000	-0.276452	-4.064744
0.019000	0.581445	5.899318
0.020000	-0.198917	-0.979726
0.021000	-0.432357	-4.756360
0.022000	0.191264	5.553705
0.023000	-0.509892	-6.471676
0.024000	-0.354823	-4.074403
0.025000	0.035359	2.114178
0.026000	-0.119710	-2.700448
0.027000	0.035359	0.057503
0.028000	0.036195	2.113797
0.029000	-0.353986	-3.728399
0.030000	-0.119710	-1.662446
0.031000	-0.198917	-2.354454
0.032000	-0.042176	-1.321467
0.033000	-0.276452	-1.662446
0.034000	-0.042176	-1.662446
0.035000	-0.198917	0.398863
0.036000	-0.588262	-7.849873
0.037000	0.035359	0.744475
0.038000	0.113730	1.431458
0.039000	-0.588262	-6.471676
0.040000	0.036195	1.085846
0.041000	-0.276452	-3.041427
0.042000	-0.353986	-5.443333
0.043000	0.269635	4.866722
0.044000	-0.588262	-6.130316
0.045000	-0.432357	-5.101973
0.046000	0.113730	2.800769
0.047000	-0.198917	-1.321467
0.048000	-0.042176	-0.638747
0.049000	-0.198917	1.767792
0.050000	0.035359	-0.971221
0.051000	-0.276452	-3.723384
0.052000	-0.042176	-0.288501
0.053000	-0.042176	-0.638747
0.054000	-0.198917	-0.633722
0.055000	-0.198917	-0.633722
0.056000	-0.042176	1.085454
0.057000	-0.353986	-5.097720
0.058000	-0.276452	-0.292743
0.059000	0.036195	1.085454
0.060000	-0.743331	-7.504652
0.061000	-0.198917	0.739842
0.062000	0.035359	-0.979726
0.063000	-0.432357	-3.723384
0.064000	0.269635	4.520728
0.065000	-0.432357	-4.756360
0.066000	-0.353986	-5.443333
0.067000	0.191264	3.833746
0.068000	-0.354823	-4.410748
0.069000	-0.198917	-1.315679
0.070000	-0.276452	-0.979726
0.071000	-0.119710	-2.700067
0.072000	-0.042176	-0.297388
0.073000	-0.121383	0.398482
0.074000	-0.042176	-0.297388
0.075000	0.036195	0.393837
0.076000	-0.198917	-0.979726
0.077000	0.191264	2.459409
0.078000	-0.353986	-4.415001
0.079000	-0.354823	-3.036412
0.080000	0.113730	2.800769
0.081000	-0.431521	-5.788945
0.082000	0.036195	1.426814
0.083000	0.035359	1.085454
0.084000	-0.198917	-3.041427
0.085000	0.191264	3.833746
0.086000	-0.276452	-4.069388
0.087000	-0.354823	-5.101973
0.088000	0.191264	4.520337
0.089000	0.036195	0.398482
0.090000	-0.042176	0.398863
0.091000	-0.121383	0.744094
0.092000	-0.042176	-0.638747
0.093000	0.270471	3.141748
0.094000	0.035359	0.389595
0.095000	0.191264	2.801161
0.096000	0.036195	1.085846
0.097000	0.035359	1.768184
0.098000	0.503075	5.207319
0.099000	-0.276452	-1.662827
0.100000	0.113730	1.772437
0.101000	0.658980	8.647609
0.102000	-0.276452	-5.443333
0.103000	0.503075	4.520728
0.104000	0.348006	3.833364
0.105000	-0.042176	-1.321467
0.106000	0.191264	4.520728
0.107000	-0.042176	-1.321467
0.108000	-0.276452	-2.349418
0.109000	0.424704	6.240296
0.110000	0.113730	1.772437
0.111000	0.113730	1.081202
0.112000	0.036195	1.772437
0.113000	0.113730	1.431077
0.114000	0.269635	3.487752
0.115000	-0.042176	-1.662446
0.116000	0.269635	3.146773
0.117000	0.192100	1.080820
0.118000	-0.121383	1.085454
0.119000	0.814885	9.334592
0.120000	-0.041339	-2.003806
0.121000	0.113730	1.772437
0.122000	0.580609	5.553705
0.123000	-0.198917	-5.097720
0.124000	0.192100	3.487752
0.125000	0.503075	4.862088
0.126000	0.113730	-0.980489
0.127000	0.269635	4.174724
0.128000	-0.119710	-1.662446
0.129000	0.035359	-0.292743
0.130000	0.191264	3.487752
0.131000	0.424704	3.487360
0.132000	0.192100	1.426824
0.133000	-0.042176	0.048617
0.134000	0.348006	2.805413
0.135000	0.424704	4.174343
0.136000	-0.354823	-3.041427
0.137000	0.424704	4.520728
0.138000	-0.198917	0.398482
0.139000	-0.042176	-0.979726
0.140000	0.736514	8.988588
0.141000	-0.276452	-3.733425
0.142000	0.035359	-0.638747
0.143000	0.580609	5.894684
