partID,measure,movement,leg,rep,result_n,result_bw,age,gender,height,boxRatio,weight,weightKg,yearsTraining,preferredFoot
A03,VertPeak,Drop,Precision,1,1721.367218,2.4911247727930537,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Drop,Precision,2,992.6029665,1.4364731787264833,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Drop,Precision,3,924.8379745,1.3384051729377713,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Drop,Running,1,2421.757141,3.5047136628075255,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Drop,Running,2,2149.922585,3.111320672937771,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Drop,Running,3,2253.881622,3.2617679044862515,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Precision,1,934.5660325,1.352483404486252,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Precision,2,1028.6301805,1.488610970332851,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Precision,3,840.026291,1.2156675701881332,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Running,1,1627.492479,2.3552713154848046,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Running,2,1813.300903,2.6241691794500723,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Step,Running,3,1624.829697,2.3514177959479015,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Precision,1,1017.8106615,1.4729532004341535,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Precision,2,958.153206,1.3866182431259044,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Precision,3,795.8421555,1.1517252612156295,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Running,1,2095.145428,3.0320483762662804,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Running,2,2092.4888,3.0282037626628076,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Dash,Running,3,1796.413481,2.5997300738060782,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Precision,1,1910.942749,2.765474311143271,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Precision,2,1170.2032165,1.6934923538350217,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Precision,3,1100.3518675,1.5924050180897251,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Running,1,3042.4673,4.402991751085383,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Running,2,3001.390869,4.343546843704775,40,Male,167,0.57,691,70.4,15,Left
A03,VertPeak,Kong,Running,3,2790.092529,4.037760534008683,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Precision,1,489.8780365,0.7089407185238784,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Precision,2,177.184448,0.2564174356005789,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Precision,3,202.180893,0.29259174095513746,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Running,1,338.971954,0.4905527554269175,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Running,2,305.296822,0.44181884515195374,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Drop,Running,3,362.651268,0.5248209377713459,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Precision,1,216.3007125,0.3130256331403763,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Precision,2,278.1312255,0.4025053914616498,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Precision,3,233.9854585,0.3386186085383502,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Running,1,178.498158,0.2583186078147612,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Running,2,233.173767,0.3374439464544139,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Step,Running,3,195.85965,0.2834437771345875,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Precision,1,198.831421,0.2877444587554269,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Precision,2,233.5963745,0.33805553473227207,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Precision,3,205.824013,0.297863984081042,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Running,1,192.543436,0.2786446251808973,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Running,2,267.357513,0.3869139117221418,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Dash,Running,3,133.127188,0.19265873806078146,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Precision,1,513.541977,0.7431866526772792,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Precision,2,302.8632505,0.4382970340086831,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Precision,3,301.7571485,0.4366963075253257,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Running,1,494.318207,0.7153664356005788,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Running,2,593.533417,0.858948505065123,40,Male,167,0.57,691,70.4,15,Left
A03,HorzPeak,Kong,Running,3,617.455872,0.8935685557163531,40,Male,167,0.57,691,70.4,15,Left
A04,VertPeak,Drop,Precision,1,1118.5029145,1.5321957732876714,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Drop,Precision,2,1024.3186035,1.4031761691780824,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Drop,Precision,3,1198.8419645,1.6422492664383561,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Drop,Running,1,2387.777771,3.2709284534246574,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Drop,Running,2,2123.040375,2.90827448630137,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Drop,Running,3,2184.316803,2.9922147986301373,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Precision,1,1067.5370025,1.462379455479452,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Precision,2,1176.9614105,1.6122759047945205,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Precision,3,1024.8014680000001,1.4038376273972604,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Running,1,1782.44426,2.441704465753425,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Running,2,1802.103989,2.468635601369863,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Step,Running,3,1789.20186,2.4509614520547944,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Precision,1,1142.6519165,1.5652765979452055,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Precision,2,936.1121595,1.2823454239726026,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Precision,3,1083.805359,1.4846648753424656,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Running,1,1564.479263,2.143122278082192,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Running,2,1807.079605,2.47545151369863,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Dash,Running,3,1608.782379,2.2038114780821916,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Precision,1,1280.542343,1.754167593150685,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Precision,2,1210.376251,1.6580496589041094,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Precision,3,1277.5769045,1.750105348630137,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Running,1,2302.494995,3.154102732876712,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Running,2,2263.496933,3.100680730136986,25,Male,175.9,0.55,730,74.4,7,Right
A04,VertPeak,Kong,Running,3,2719.348206,3.7251345287671236,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Precision,1,215.8344955,0.2956636924657534,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Precision,2,204.460121,0.28008235753424654,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Precision,3,215.967163,0.2958454287671233,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Running,1,193.622406,0.26523617260273974,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Running,2,96.690151,0.1324522616438356,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Drop,Running,3,114.653889,0.15706012191780822,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Precision,1,285.727211,0.3914071383561644,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Precision,2,316.6248625,0.4337326883561644,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Precision,3,282.761238,0.3873441616438356,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Running,1,278.266251,0.38118664520547946,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Running,2,233.590179,0.3199865465753425,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Step,Running,3,57.965589,0.07940491643835616,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Precision,1,328.5329435,0.45004512808219177,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Precision,2,208.67379,0.28585450684931507,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Precision,3,303.800186,0.41616463835616435,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Running,1,174.351822,0.23883811232876712,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Running,2,55.993452,0.07670335890410959,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Dash,Running,3,106.259289,0.1455606698630137,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Precision,1,388.102585,0.5316473767123288,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Precision,2,316.1697235,0.4331092102739726,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Precision,3,380.263504,0.5209089095890411,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Running,1,558.987259,0.7657359712328767,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Running,2,489.829224,0.6709989369863014,25,Male,175.9,0.55,730,74.4,7,Right
A04,HorzPeak,Kong,Running,3,334.200607,0.4578090506849315,25,Male,175.9,0.55,730,74.4,7,Right
A05,VertPeak,Drop,Precision,1,1781.503601,2.8143816761453393,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Drop,Precision,2,1298.1809845,2.0508388380726696,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Drop,Precision,3,1457.5842895,2.3026608048973145,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Drop,Running,1,2426.080956,3.832671336492891,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Drop,Running,2,2593.200867,4.096683834123223,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Drop,Running,3,2661.30838,4.204278641390205,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Precision,1,1430.2319945,2.259450228278041,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Precision,2,1150.041321,1.816810933649289,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Precision,3,1193.157486,1.8849249383886257,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Running,1,1605.087887,2.5356838657187994,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Running,2,1815.040336,2.867362300157978,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Step,Running,3,1707.849817,2.6980249873617694,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Dash,Precision,1,1103.6924745,1.7435900071090045,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Dash,Precision,2,1021.218277,1.6132990157977882,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Dash,Precision,3,958.2155685,1.5137686706161138,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Dash,Running,1,1173.649392,1.8541064644549763,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Dash,Running,2,1307.625751,2.0657594802527646,24,Female,165.9,0.58,633,64.5,8,Right
